Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons)
1976,Maharashtra,Thane,149,233.7,0.4,0.3,0.1,1.1
1977,Maharashtra,Thane,149.1,326,0.2,0.5,0.1,1.1
1978,Maharashtra,Thane,148.7,265.2,0,0,0.1,1.1
1979,Maharashtra,Thane,149.2,222.8,0.3,0,0.1,0.8
1980,Maharashtra,Thane,149.9,292.4,0.1,0,0.1,1
1981,Maharashtra,Thane,150.8,310.7,0.1,0,0.1,1
1982,Maharashtra,Thane,150.9,268.9,0,0,0,0
1983,Maharashtra,Thane,154.4,312.8,0,0,0,0
1984,Maharashtra,Thane,151.4,270.7,0,0,0,0
1985,Maharashtra,Thane,151.9,255.7,0,0,0,0
1986,Maharashtra,Thane,151,170,0,0,0,0
1987,Maharashtra,Thane,152,283,0,0,0,0
1988,Maharashtra,Thane,150.2,299.8,0.1,0.1,0,0
1989,Maharashtra,Thane,151.5,283.5,0.1,0.1,0,0
1990,Maharashtra,Thane,149.5,288,0,0,0,0
1991,Maharashtra,Thane,150.6,268.6,0.1,0.1,0,0
1992,Maharashtra,Thane,147.3,285,0,0,0,0
1993,Maharashtra,Thane,148.2,303.4,0,0,0,0
1994,Maharashtra,Thane,153.2,290.7,0,0,0,0
1995,Maharashtra,Thane,143.2,310.8,0,0,0,0
1996,Maharashtra,Thane,151.2,393,0,0,0,0
1997,Maharashtra,Thane,151.8,357.5,0.1,0.1,0,0
1998,Maharashtra,Thane,142.1,272.8,0.1,0.1,0,0
1999,Maharashtra,Thane,141.8,302,0.1,0.08,0,0
2000,Maharashtra,Thane,141.7,175.3,0.1,0.1,0,0
2001,Maharashtra,Thane,141,345.1,0,0,0,0
2002,Maharashtra,Thane,140.4,159.8,0.1,0.1,0,0
2003,Maharashtra,Thane,140.9,397.5,0.1,0.1,0,0
2004,Maharashtra,Thane,141,335.4,0.1,0.1,0,0
2005,Maharashtra,Thane,139.5,310.6,0.2,0.2,0,0
2006,Maharashtra,Thane,140.2,257.4,0.2,0.2,0,0
2007,Maharashtra,Thane,140.6,309.25,0.2,0.2,0,0
2008,Maharashtra,Thane,140.6,303.4,0.1,0.1,0,0
2009,Maharashtra,Thane,138.6,290.76,0.1,0.08,0,0
2010,Maharashtra,Thane,138.3,280.58,0.1,0.15,0,0
2011,Maharashtra,Thane,140.4,343.98,0.1,0.1,0,0
2012,Maharashtra,Thane,139.6,362.94,0,0,0,0
2013,Maharashtra,Thane,139.6,334,0,0,0,0
2014,Maharashtra,Thane,132.8,328.7,0,0,0,0
2015,Maharashtra,Thane,133.9,306.5,0.04,0.04,0,0
2016,Maharashtra,Thane,132.7,375.3,0.04,0.1,0,0
2017,Maharashtra,Thane,132.68,246.3,0.02,0.02,0,0
1966,Maharashtra,Raigad,135,160,0,0,0,0
1967,Maharashtra,Raigad,136,242,0,0,0,0
1968,Maharashtra,Raigad,136.7,187,0,0,0,0
1969,Maharashtra,Raigad,135.8,179.8,0,0,0,0
1970,Maharashtra,Raigad,135.6,245.8,0,0,0,0
1971,Maharashtra,Raigad,136.7,195,0,0,0,0
1972,Maharashtra,Raigad,136.7,163,0,0,0,0
1973,Maharashtra,Raigad,138.4,203.7,0,0,0,0
1974,Maharashtra,Raigad,140.1,214.2,0,0,0,0
1975,Maharashtra,Raigad,141,235.8,0.4,0.6,0,0
1976,Maharashtra,Raigad,141.7,215.2,0,0,0,0
1977,Maharashtra,Raigad,141.8,290.8,0,0,0,0
1978,Maharashtra,Raigad,142,268.1,0,0,0,0
1979,Maharashtra,Raigad,147.3,238.3,0,0,0,0
1980,Maharashtra,Raigad,149.2,274.1,0,0,0,0
1981,Maharashtra,Raigad,149.4,284.8,0,0,0,0
1982,Maharashtra,Raigad,151.7,283.1,0,0,0,0
1983,Maharashtra,Raigad,151.8,272.4,0,0,0,0
1984,Maharashtra,Raigad,151.1,323.3,0,0,0,0
1985,Maharashtra,Raigad,151.6,262.2,0,0,0,0
1986,Maharashtra,Raigad,151,259,0,0,0,0
1987,Maharashtra,Raigad,150,308,0,0,0,0
1988,Maharashtra,Raigad,151.3,345.6,0,0,0,0
1989,Maharashtra,Raigad,150.8,299.2,0,0,0,0
1990,Maharashtra,Raigad,152.4,251.4,0,0,0,0
1991,Maharashtra,Raigad,150.4,335.6,0,0,0,0
1992,Maharashtra,Raigad,139,294.5,0,0,0,0
1993,Maharashtra,Raigad,138.5,328.4,0,0,0,0
1994,Maharashtra,Raigad,146.1,321.1,0,0,0,0
1995,Maharashtra,Raigad,146.4,330,0,0,0,0
1996,Maharashtra,Raigad,142.4,332.2,0,0,0,0
1997,Maharashtra,Raigad,139,351.8,0,0,0,0
1998,Maharashtra,Raigad,135.4,347.7,0,0,0,0
1999,Maharashtra,Raigad,135.7,328.5,0,0,0,0
2000,Maharashtra,Raigad,134.7,291.7,0,0,0,0
2001,Maharashtra,Raigad,133.7,356.8,0,0,0,0
2002,Maharashtra,Raigad,133.2,277.8,0,0,0,0
2003,Maharashtra,Raigad,133.1,376.3,0,0,0,0
2004,Maharashtra,Raigad,133,297.2,0,0,0,0
2005,Maharashtra,Raigad,129.5,295,0,0,0,0
2006,Maharashtra,Raigad,132.2,314.5,0,0,0,0
2007,Maharashtra,Raigad,133.1,334.62,0,0,0,0
2008,Maharashtra,Raigad,132.3,359.8,0,0,0,0
2009,Maharashtra,Raigad,130.4,329.43,0,0,0,0
2010,Maharashtra,Raigad,126.2,299.08,0,0,0,0
2011,Maharashtra,Raigad,126.8,306.16,0,0,0,0
2012,Maharashtra,Raigad,127.9,333.33,0,0,0,0
2013,Maharashtra,Raigad,127.9,365.9,0,0,0,0
2014,Maharashtra,Raigad,125.3,350.8,0,0,0,0
2015,Maharashtra,Raigad,115.6,339.9,0.01,0.01,0,0
2016,Maharashtra,Raigad,113.3,309.1,0,0,0,0
2017,Maharashtra,Raigad,114.24,310.8,0,0,0,0
1966,Maharashtra,Ratnagiri,132,108,0,0,0.4,2
1967,Maharashtra,Ratnagiri,132,166,0,0,0.2,1.9
1968,Maharashtra,Ratnagiri,134.4,161,0,0,0.4,3.5
1969,Maharashtra,Ratnagiri,133.8,146.3,0,0,0.5,3
1970,Maharashtra,Ratnagiri,144.9,199.4,0,0,0.5,3.5
1971,Maharashtra,Ratnagiri,144.4,172.7,0,0,0.2,1.4
1972,Maharashtra,Ratnagiri,142.6,142.1,0,0,0.4,3.1
1973,Maharashtra,Ratnagiri,143.6,208.1,0,0,0.4,3
1974,Maharashtra,Ratnagiri,144.2,197.6,0,0,0.4,2.9
1975,Maharashtra,Ratnagiri,147.8,232.1,0.1,0.2,0.4,3.2
1976,Maharashtra,Ratnagiri,146.3,203.4,0,0,0.5,4.4
1977,Maharashtra,Ratnagiri,149.4,222.2,0,0,0.4,3.9
1978,Maharashtra,Ratnagiri,149,252.8,0,0,0.3,2.7
1979,Maharashtra,Ratnagiri,147.3,211.6,0,0,0.2,2.1
1980,Maharashtra,Ratnagiri,147,256,0,0,0.2,2.5
1981,Maharashtra,Ratnagiri,153.4,278.4,0,0,0.5,4
1982,Maharashtra,Ratnagiri,155.1,252.6,0,0,0,0
1983,Maharashtra,Ratnagiri,157,277.7,0,0,0,0
1984,Maharashtra,Ratnagiri,162.8,316,0,0,0,0
1985,Maharashtra,Ratnagiri,162.9,293,0,0,0,0
1986,Maharashtra,Ratnagiri,157,228,0,0,0,0
1987,Maharashtra,Ratnagiri,159,306,0,0,0,0
1988,Maharashtra,Ratnagiri,156.4,309.6,0,0,0,0
1989,Maharashtra,Ratnagiri,151.7,360.9,0,0,0,0
1990,Maharashtra,Ratnagiri,161.2,339.5,0,0,0.1,1.09
1991,Maharashtra,Ratnagiri,160,342.3,0,0,0.1,1.09
1992,Maharashtra,Ratnagiri,160.7,333.2,0,0,0,0
1993,Maharashtra,Ratnagiri,161.2,355,0,0,0,0
1994,Maharashtra,Ratnagiri,162.8,371.1,0,0,0,0
1995,Maharashtra,Ratnagiri,164.6,389.8,0,0,0,0
1996,Maharashtra,Ratnagiri,160.5,404.4,0,0,0,0
1997,Maharashtra,Ratnagiri,154.1,377.1,0,0,0.1,1.75
1998,Maharashtra,Ratnagiri,158.9,438.5,0,0,0,0
1999,Maharashtra,Ratnagiri,159.8,374.1,0,0,0.2,0
2000,Maharashtra,Ratnagiri,158.6,364.6,0,0,0,0
2001,Maharashtra,Ratnagiri,157.3,407.6,0,0,0,0
2002,Maharashtra,Ratnagiri,157.7,321.4,0,0,0,0
2003,Maharashtra,Ratnagiri,158.4,484.5,0,0,0,0
2004,Maharashtra,Ratnagiri,158.1,406.5,0,0,0,0
2005,Maharashtra,Ratnagiri,155.9,419.4,0,0,0,0
2006,Maharashtra,Ratnagiri,156.8,440.4,0,0,0,0
2007,Maharashtra,Ratnagiri,155.9,410.49,0,0,0,0
2008,Maharashtra,Ratnagiri,156,417.1,0,0,0,0
2009,Maharashtra,Ratnagiri,155.9,407.55,0,0,0,0
2010,Maharashtra,Ratnagiri,156,430.11,0,0,0,0
2011,Maharashtra,Ratnagiri,155.5,437.44,0,0,0,0
2012,Maharashtra,Ratnagiri,150.7,428.18,0,0,0,0
2013,Maharashtra,Ratnagiri,148.9,451.6,0,0,1.1,9.67
2014,Maharashtra,Ratnagiri,142.5,448.3,0,0,0,0
2015,Maharashtra,Ratnagiri,138.2,370.2,0,0,1.4,10.83
2016,Maharashtra,Ratnagiri,139.34,445.3,0,0,1.3,13.1
2017,Maharashtra,Ratnagiri,139.25,430.7,0,0,1.14,6.85
1966,Maharashtra,Nasik,38,22,86,38,8.4,54.2
1967,Maharashtra,Nasik,36,38,86,46,8.1,53
1968,Maharashtra,Nasik,34,34,89.2,49,13,122.8
1969,Maharashtra,Nasik,34,23.9,79.3,40,15.1,159.6
1970,Maharashtra,Nasik,34.8,36.2,78,56.4,14.3,140.3
1971,Maharashtra,Nasik,34.7,29.9,94.4,43,13.9,121.1
1972,Maharashtra,Nasik,36.4,5.3,52.9,15,14.7,127.5
1973,Maharashtra,Nasik,33.8,36.6,87.4,61.9,14.3,128.5
1974,Maharashtra,Nasik,33.8,36.3,94.3,66.9,17.1,174.7
1975,Maharashtra,Nasik,35.8,59.5,108.4,93.7,16.1,154.2
1976,Maharashtra,Nasik,36.2,58.7,119.5,97.1,17.6,182.6
1977,Maharashtra,Nasik,37.7,63.9,113.2,81.4,26.9,281.3
1978,Maharashtra,Nasik,41,53.5,108.1,78,24,233.8
1979,Maharashtra,Nasik,39.8,54.3,119.5,100,17.1,179.6
1980,Maharashtra,Nasik,40.6,45.2,105.3,93.1,19.7,213.8
1981,Maharashtra,Nasik,39.7,57.8,106.5,86.5,19.3,212.4
1982,Maharashtra,Nasik,38.8,41.2,92.1,63.3,19.7,208
1983,Maharashtra,Nasik,40,54.7,95.4,74,23.3,215.5
1984,Maharashtra,Nasik,40.5,45.4,92.8,72,23.2,252
1985,Maharashtra,Nasik,39.6,29.9,85,55.7,20.4,185.3
1986,Maharashtra,Nasik,39,21,67.7,44.6,20.1,173.6
1987,Maharashtra,Nasik,36,31,76,64,26.3,228
1988,Maharashtra,Nasik,37.3,46.9,89,107.4,24.8,246.5
1989,Maharashtra,Nasik,38.8,39.1,82.5,89.1,28.4,289.7
1990,Maharashtra,Nasik,39.5,41.8,88.8,90.9,29.8,333.01
1991,Maharashtra,Nasik,41.5,31.9,68.9,57.7,33.8,376.62
1992,Maharashtra,Nasik,41.8,49.1,60.6,75.8,28.8,250.86
1993,Maharashtra,Nasik,46.1,57.9,64.8,94.3,20.6,169.66
1994,Maharashtra,Nasik,44.7,55.3,72.8,120.1,30.9,285.59
1995,Maharashtra,Nasik,38.7,37,61.9,82.7,30.5,264.52
1996,Maharashtra,Nasik,42,60.5,73.8,106.9,24.5,213.71
1997,Maharashtra,Nasik,44.2,59.1,69.9,90.3,12.4,117.12
1998,Maharashtra,Nasik,45.6,57.2,83.9,112.2,23.7,213.83
1999,Maharashtra,Nasik,47.8,57.2,85.7,122.6,23.9,200.57
2000,Maharashtra,Nasik,45.6,39.8,39.4,44.5,25.1,228.45
2001,Maharashtra,Nasik,46.6,56.3,36.8,48.9,23.6,184.69
2002,Maharashtra,Nasik,49.1,43.9,35,49.5,23.3,165.3
2003,Maharashtra,Nasik,50.6,66.3,35.5,41.3,20.4,115.94
2004,Maharashtra,Nasik,50.8,70.2,55.6,81.3,12.1,67.29
2005,Maharashtra,Nasik,50.3,58.7,70.6,116.6,14.3,72.95
2006,Maharashtra,Nasik,49,49.6,84.1,137.7,28.5,195.99
2007,Maharashtra,Nasik,50.6,68.4,79,149,50.2,430.63
2008,Maharashtra,Nasik,51.2,65.8,71.9,115.9,38.3,267.44
2009,Maharashtra,Nasik,48.1,18.84,73,117.92,31.1,226.81
2010,Maharashtra,Nasik,59.1,24.03,75.3,143.7,25.7,198.92
2011,Maharashtra,Nasik,62.9,77.8,52.4,102.6,24.6,186.12
2012,Maharashtra,Nasik,67.9,80.79,32.4,53.17,24.6,186.39
2013,Maharashtra,Nasik,72.6,93.3,65.9,111.9,21,178.65
2014,Maharashtra,Nasik,71.2,86.7,72.4,111.2,16.8,138.42
2015,Maharashtra,Nasik,69.6,101.1,60,81.1,19,153.12
2016,Maharashtra,Nasik,71.9,145.8,79.2,177.6,11.22,96.62
2017,Maharashtra,Nasik,72.5,153.6,112.46,223.6,11.86,98.86
1966,Maharashtra,Dhule,30,10,40,18,1.6,11.3
1967,Maharashtra,Dhule,21,12,44,31,1.9,14.4
1968,Maharashtra,Dhule,19.8,6,42.5,35,3.5,31.2
1969,Maharashtra,Dhule,17.9,7.3,49,37.3,4.1,31.7
1970,Maharashtra,Dhule,19.2,10.2,50.4,49.5,3.1,27.1
1971,Maharashtra,Dhule,21.9,9.2,45.7,37,3.2,22.1
1972,Maharashtra,Dhule,21.8,5.3,33,14.4,5.7,45.3
1973,Maharashtra,Dhule,21.4,11.1,45,42.5,10.3,82.6
1974,Maharashtra,Dhule,20.1,9.1,44.7,40.8,10.4,90.8
1975,Maharashtra,Dhule,20.9,14.2,47.4,60.9,7,58.1
1976,Maharashtra,Dhule,22,16.3,53,52.9,10.6,81.7
1977,Maharashtra,Dhule,25.5,26.1,54.6,49.3,8.9,103.9
1978,Maharashtra,Dhule,27.3,23.8,46.2,41.6,11.3,84.2
1979,Maharashtra,Dhule,25.4,16.8,52.7,53,8,64.7
1980,Maharashtra,Dhule,24.8,18.2,44.2,44.2,9.3,77
1981,Maharashtra,Dhule,25.9,21.9,45.1,51.5,8.3,81.9
1982,Maharashtra,Dhule,24.2,14.9,40.8,30.2,10.2,92.6
1983,Maharashtra,Dhule,24.4,19.5,50.8,64.8,9.8,77.9
1984,Maharashtra,Dhule,26.3,23.9,44.1,55.5,10.8,102.4
1985,Maharashtra,Dhule,26.4,9.5,32.5,23.6,9.2,76
1986,Maharashtra,Dhule,27,9,28,22,8.9,74.3
1987,Maharashtra,Dhule,25,13,27,24,12.3,84.5
1988,Maharashtra,Dhule,24,24.6,36.1,42.5,12.1,80.7
1989,Maharashtra,Dhule,26.6,25.5,33.4,32.2,13.6,85.8
1990,Maharashtra,Dhule,27.2,25.2,32.9,33.4,14.2,103.25
1991,Maharashtra,Dhule,26.2,14.8,19.2,19.9,13.4,94.43
1992,Maharashtra,Dhule,26.5,18.3,24.4,31.7,14.5,102.12
1993,Maharashtra,Dhule,33.3,29.3,22.2,33.5,11.4,81.09
1994,Maharashtra,Dhule,30.8,25.6,23.5,34.2,17.9,146.24
1995,Maharashtra,Dhule,29.2,16.8,16.4,18.4,23.6,174.67
1996,Maharashtra,Dhule,28.5,27,19.7,29.7,19.2,157.55
1997,Maharashtra,Dhule,32.4,27.1,18.2,24,9.8,81.43
1998,Maharashtra,Dhule,25.8,23.8,19.3,26.9,10.6,113.02
1999,Maharashtra,Dhule,26.6,14.2,19.9,27.2,12.6,87.33
2000,Maharashtra,Dhule,25.9,6.7,14.8,14.3,13.5,95.43
2001,Maharashtra,Dhule,24.9,17.9,17.7,20.8,10.3,63.8
2002,Maharashtra,Dhule,25,18.7,22,27.6,10.8,71
2003,Maharashtra,Dhule,27.4,24.6,26.7,43.2,9,55.97
2004,Maharashtra,Dhule,26.3,15.1,32.9,54,7.7,46.23
2005,Maharashtra,Dhule,24.8,35.9,34.2,60.1,11.3,71.1
2006,Maharashtra,Dhule,25.1,19,42.2,75.7,23.5,154.35
2007,Maharashtra,Dhule,25.4,34.74,50.8,124.2,37.1,261.43
2008,Maharashtra,Dhule,25.8,24.9,30.7,55.5,18.9,125.37
2009,Maharashtra,Dhule,23.6,15.24,49.9,108.78,14.3,102.58
2010,Maharashtra,Dhule,28.4,31.38,53,119.55,15.5,118.11
2011,Maharashtra,Dhule,27.3,37,52.3,126.64,13.5,113.83
2012,Maharashtra,Dhule,27.2,35.76,61.5,133.26,16.1,122.81
2013,Maharashtra,Dhule,30.2,30,68.7,123.3,17.3,136.95
2014,Maharashtra,Dhule,18.3,9,57.9,104.8,15,107.22
2015,Maharashtra,Dhule,21.2,20,66.5,108,16.2,119.88
2016,Maharashtra,Dhule,31.7,39.9,58.8,125,15.46,139.47
2017,Maharashtra,Dhule,33.6,44.2,75.66,159.7,17.39,146.61
1966,Maharashtra,Jalgaon,4,1,29,16,1.2,6.9
1967,Maharashtra,Jalgaon,7,4,29,17,0.6,3.4
1968,Maharashtra,Jalgaon,6.2,2,35.3,27,1.1,7.4
1969,Maharashtra,Jalgaon,6.6,2.8,37.6,34.4,1.6,16.2
1970,Maharashtra,Jalgaon,7.4,5.3,46.4,52.1,1.4,11.2
1971,Maharashtra,Jalgaon,8.7,3.6,50.9,50.4,1.3,8.9
1972,Maharashtra,Jalgaon,9.9,3.1,33.3,25.5,1.5,11.7
1973,Maharashtra,Jalgaon,9,6.8,47.6,48.9,3.5,26.8
1974,Maharashtra,Jalgaon,8.9,13.2,45.3,49.1,5.4,50.2
1975,Maharashtra,Jalgaon,11.6,12.3,58.3,68.5,5.1,32.4
1976,Maharashtra,Jalgaon,15,23.1,63.4,56.1,5.3,43
1977,Maharashtra,Jalgaon,12,22.3,47.9,51.1,8.5,85.2
1978,Maharashtra,Jalgaon,10,15.3,55.6,49.9,8.2,58.3
1979,Maharashtra,Jalgaon,10.3,14,60.6,50,5.8,44.8
1980,Maharashtra,Jalgaon,9.3,17,50.2,56.7,6.7,53.3
1981,Maharashtra,Jalgaon,8.7,14.2,52.9,69.8,7.5,74.1
1982,Maharashtra,Jalgaon,8.5,12.5,42.5,45.1,9.3,86.8
1983,Maharashtra,Jalgaon,8.3,13.9,55.6,60,9.5,79.6
1984,Maharashtra,Jalgaon,8.9,13.9,42.5,32.5,7.9,78.8
1985,Maharashtra,Jalgaon,7.5,3.8,42.9,33,7.5,73.2
1986,Maharashtra,Jalgaon,7,4,41,32,8.3,69.9
1987,Maharashtra,Jalgaon,7,5,49,48,8.9,65.9
1988,Maharashtra,Jalgaon,5.6,5.2,30.9,46.5,8.6,62.4
1989,Maharashtra,Jalgaon,5.7,6.2,32.8,49,10.4,87
1990,Maharashtra,Jalgaon,5.7,3.9,35.3,55.9,11.7,94.71
1991,Maharashtra,Jalgaon,6.7,5.7,32.3,33.9,14.9,106.58
1992,Maharashtra,Jalgaon,1.7,2,35.8,60.2,9.9,79.78
1993,Maharashtra,Jalgaon,1.2,1.3,31.7,65.4,10.2,88.84
1994,Maharashtra,Jalgaon,1.1,1.1,37.1,80.2,18.5,158.42
1995,Maharashtra,Jalgaon,1.6,1.5,31.1,45.3,17.7,150.06
1996,Maharashtra,Jalgaon,1.7,2,39.8,74.4,14.3,118.6
1997,Maharashtra,Jalgaon,1.7,1.6,31.9,42.2,16,84.37
1998,Maharashtra,Jalgaon,1.8,1.9,43.8,72.2,10.7,102.43
1999,Maharashtra,Jalgaon,1.8,1.7,46.9,88.3,9.7,89.93
2000,Maharashtra,Jalgaon,1.7,2.1,22.6,31.6,14.5,120.34
2001,Maharashtra,Jalgaon,1.2,0.7,23.8,39.3,13.5,100.74
2002,Maharashtra,Jalgaon,0.9,0.8,27.7,53.2,12,85.5
2003,Maharashtra,Jalgaon,0.9,1.1,33,61.5,13,43.99
2004,Maharashtra,Jalgaon,0.4,0.4,38.4,77.7,14.9,92.26
2005,Maharashtra,Jalgaon,0.2,0.3,36.2,66.8,17,109.9
2006,Maharashtra,Jalgaon,0.1,0.1,50.8,111.9,18.8,123.84
2007,Maharashtra,Jalgaon,0.1,0.14,52.6,137.7,22.4,148.84
2008,Maharashtra,Jalgaon,0,0,31.6,64.6,11.7,76.48
2009,Maharashtra,Jalgaon,0.2,0.09,50.9,109.98,9.6,67.54
2010,Maharashtra,Jalgaon,0,0,66,164.59,11.2,87.7
2011,Maharashtra,Jalgaon,0.2,0.3,25.9,60.23,11.2,82
2012,Maharashtra,Jalgaon,0.03,0,25.3,52.97,11,75.91
2013,Maharashtra,Jalgaon,0,0,25.3,64.8,11.7,88.32
2014,Maharashtra,Jalgaon,0,0,49.6,81.1,7.9,55.36
2015,Maharashtra,Jalgaon,0,0,42.3,63.5,10,77.66
2016,Maharashtra,Jalgaon,0,0,52.7,106.1,9.16,84.59
2017,Maharashtra,Jalgaon,0,0,51.01,97.3,9.33,79.31
1966,Maharashtra,Ahmednagar,11,5,38,17,34.8,254.1
1967,Maharashtra,Ahmednagar,9,8,40,14,34.9,245.6
1968,Maharashtra,Ahmednagar,7.9,7,43.1,28,47.4,305.5
1969,Maharashtra,Ahmednagar,7.5,5,49,22.8,52,415.4
1970,Maharashtra,Ahmednagar,7.1,5.6,46.6,28.7,52,413.8
1971,Maharashtra,Ahmednagar,7.1,5.8,52.6,31.5,49.2,349.9
1972,Maharashtra,Ahmednagar,5.8,1,44.3,21.7,48.2,331.8
1973,Maharashtra,Ahmednagar,5.8,6.7,55.4,38.7,50,372.3
1974,Maharashtra,Ahmednagar,7,10,47.7,56.3,57.2,482
1975,Maharashtra,Ahmednagar,8.3,15.4,75.4,90.1,61.5,521.9
1976,Maharashtra,Ahmednagar,13,21,76.2,75.1,62.4,534.7
1977,Maharashtra,Ahmednagar,9.7,17.9,67.5,76.3,70.3,589.8
1978,Maharashtra,Ahmednagar,8.8,13.8,73.6,78.7,60.6,501.2
1979,Maharashtra,Ahmednagar,8.1,8.7,74.4,79,43.2,385.1
1980,Maharashtra,Ahmednagar,8.2,15.4,67.2,74.9,49.7,458.4
1981,Maharashtra,Ahmednagar,8,10,71,80.4,60.3,614.7
1982,Maharashtra,Ahmednagar,6.9,10.3,63.8,73.4,56.4,608.5
1983,Maharashtra,Ahmednagar,6.8,11.8,81.8,107.1,52.6,561.3
1984,Maharashtra,Ahmednagar,6.4,9,71.4,85.7,47.6,502.4
1985,Maharashtra,Ahmednagar,6.7,6.4,53.9,59.9,42.3,429.5
1986,Maharashtra,Ahmednagar,7,7,42,40,37.7,347.6
1987,Maharashtra,Ahmednagar,6,8,46,48,39.9,348.4
1988,Maharashtra,Ahmednagar,5.8,8.1,76,101.6,36.6,325.6
1989,Maharashtra,Ahmednagar,6.3,9.8,77.2,89.8,44.9,438.1
1990,Maharashtra,Ahmednagar,7.5,7.1,81,97.6,53.2,479.92
1991,Maharashtra,Ahmednagar,4.9,4.6,77.7,87.9,54.4,441.95
1992,Maharashtra,Ahmednagar,8.1,10.4,72.5,75.4,50.5,410.62
1993,Maharashtra,Ahmednagar,7.6,6.4,76.8,118.7,30.2,240.83
1994,Maharashtra,Ahmednagar,6.8,6,72.6,113.9,60,542.81
1995,Maharashtra,Ahmednagar,5.8,9.3,66.5,99.7,71.4,596.83
1996,Maharashtra,Ahmednagar,5.7,7.6,89,151.9,54.6,441.61
1997,Maharashtra,Ahmednagar,10.3,12.6,90,98.4,42.3,368.09
1998,Maharashtra,Ahmednagar,5.6,7.4,124.4,154.2,59.6,523.18
1999,Maharashtra,Ahmednagar,5.7,8,127,178.8,67.5,604.33
2000,Maharashtra,Ahmednagar,5.5,3.8,94.7,135.8,67.1,516.39
2001,Maharashtra,Ahmednagar,7.3,4.1,93.8,156.3,52,359.63
2002,Maharashtra,Ahmednagar,7.4,1.7,70.4,88.5,49.4,330.3
2003,Maharashtra,Ahmednagar,7.6,5.9,39.2,39.5,31.2,148.68
2004,Maharashtra,Ahmednagar,8,5.8,89.3,154.6,17,100.18
2005,Maharashtra,Ahmednagar,8,3.5,103.1,153.8,56.6,439.53
2006,Maharashtra,Ahmednagar,8.4,6.6,153.9,248.1,93.5,613.78
2007,Maharashtra,Ahmednagar,8.6,10.24,130.9,271.1,133.3,1043.2
2008,Maharashtra,Ahmednagar,9.3,9.1,138.2,219.2,77.5,556.48
2009,Maharashtra,Ahmednagar,7.4,2.8,129.5,215.99,75.6,633.9
2010,Maharashtra,Ahmednagar,7.5,7.03,133.7,248.91,126,1151.64
2011,Maharashtra,Ahmednagar,7.9,7.8,48.1,88.69,129.5,1187.92
2012,Maharashtra,Ahmednagar,7.5,4.61,38.9,46.09,115.5,823.57
2013,Maharashtra,Ahmednagar,7.9,19,51.9,100.7,110.8,964.36
2014,Maharashtra,Ahmednagar,8.6,2.2,57.2,85,122,1176.1
2015,Maharashtra,Ahmednagar,14,17.2,41.1,50.1,112.4,660.71
2016,Maharashtra,Ahmednagar,15,26.2,60,127.2,60.97,418.14
2017,Maharashtra,Ahmednagar,16.2,37.3,79.8,177.5,104.4,1130.89
1966,Maharashtra,Pune,53,35,22,10,14.1,84.5
1967,Maharashtra,Pune,49,45,21,11,13.4,89
1968,Maharashtra,Pune,45.1,45,20,11,17.4,130.2
1969,Maharashtra,Pune,46.5,34.3,23.5,13.8,17.8,106
1970,Maharashtra,Pune,44.7,36.5,24,15.6,16.2,160.1
1971,Maharashtra,Pune,43.8,37.1,24.3,19.6,15.3,100.2
1972,Maharashtra,Pune,45.6,11.8,19.1,14.9,20,126.2
1973,Maharashtra,Pune,43.5,51.9,22.4,21.9,17.7,100.6
1974,Maharashtra,Pune,45.6,77.1,27.3,37,22.1,156.9
1975,Maharashtra,Pune,47.6,93.1,33.3,48.9,24.1,125.7
1976,Maharashtra,Pune,50.9,103.6,42.7,53.8,24.8,200.2
1977,Maharashtra,Pune,49.3,110.4,39.5,49.8,23.4,198.2
1978,Maharashtra,Pune,50,82,38.9,44.3,22.4,180.7
1979,Maharashtra,Pune,52.4,82,43.4,49,16,138.8
1980,Maharashtra,Pune,54.5,109.7,44.8,43.7,18.4,165.3
1981,Maharashtra,Pune,56.4,82.8,48.8,47.4,25,277.9
1982,Maharashtra,Pune,50.9,71.5,44.2,47.1,25.7,280
1983,Maharashtra,Pune,54.2,87.5,48.2,59.1,24.4,285.8
1984,Maharashtra,Pune,57.2,78.2,49.5,57.6,25.1,251
1985,Maharashtra,Pune,61,69,48.5,47,24.8,258.7
1986,Maharashtra,Pune,64,65,45,46,23.3,208.9
1987,Maharashtra,Pune,56,72,47,57,26.6,225.3
1988,Maharashtra,Pune,59.4,89.8,57.2,75,27.7,234.7
1989,Maharashtra,Pune,60.4,85.6,49.9,62.9,31.9,313.3
1990,Maharashtra,Pune,61.9,85.9,56.4,67,33.4,297.99
1991,Maharashtra,Pune,60.6,63.5,52.4,65.7,35.2,313.03
1992,Maharashtra,Pune,61.9,81.8,52.7,65,33.4,270.91
1993,Maharashtra,Pune,63,53.8,52.4,83.2,29.3,254.62
1994,Maharashtra,Pune,61.5,72.7,49.8,73.3,36.5,328.46
1995,Maharashtra,Pune,51.9,78.8,48.6,65.8,38.9,352.56
1996,Maharashtra,Pune,59.9,81.7,55.6,85.7,42.9,363.81
1997,Maharashtra,Pune,64.9,71.7,54.5,67.9,40.4,407.62
